1549564659087,-1.2538452,4.199402,7.759918
1549564659094,-1.1557312,4.197006,7.9417725
1549564659094,-1.036087,4.175476,8.075775
1549564659094,-0.92123413,4.199402,8.200211
1549564659096,-0.82073975,4.1395874,8.291138
1549564659099,-0.7298126,4.0869446,8.374878
1549564659101,-0.6699829,4.0486603,8.472992
1549564659103,-0.61735535,3.9960175,8.575882
1549564659105,-0.5886383,3.9457703,8.621338
1549564659108,-0.55513,3.8811646,8.666809
1549564659110,-0.5383911,3.8189392,8.707489
1549564659113,-0.550354,3.7854462,8.707489
1549564659115,-0.59580994,3.7304077,8.685944
1549564659118,-0.6699829,3.6969147,8.640488
1549564659120,-0.75613403,3.661026,8.5902405
1549564659122,-0.8614197,3.6418762,8.551941
1549564659125,-1.0001984,3.665802,8.470596
1549564659128,-1.1485596,3.6825562,8.398804
1549564659129,-1.3040924,3.728012,8.317459
1549564659132,-1.4452667,3.763916,8.257629
1549564659134,-1.5912323,3.7854462,8.207382
1549564659138,-1.7563324,3.809372,8.166702
1549564659139,-1.8999023,3.826126,8.133209
1549564659141,-2.0123596,3.8476562,8.097305
1549564659145,-2.0985107,3.8524475,8.056641
1549564659146,-2.177475,3.8596191,8.006378
1549564659148,-2.2468567,3.8763733,7.9537354
1549564659151,-2.2899323,3.8596191,7.8891296
1549564659153,-2.3090668,3.838089,7.819748
1549564659156,-2.3234253,3.7998047,7.7647095
1549564659158,-2.313858,3.7902374,7.6905365
1549564659161,-2.3042908,3.7830505,7.6331024
1549564659163,-2.268402,3.7495575,7.578064
1549564659169,-2.2348938,3.7447662,7.5302124
1549564659169,-2.1678925,3.7136536,7.5134583
1549564659171,-2.1056824,3.723236,7.482361
1549564659172,-2.0315094,3.7112732,7.453644
1549564659174,-1.964508,3.6921234,7.434494
1549564659179,-1.8927155,3.6897278,7.4392853
1549564659182,-1.8305054,3.6873474,7.4775696
1549564659184,-1.7515411,3.7040863,7.515854
1549564659187,-1.6390839,3.694519,7.561325
1549564659188,-1.5361938,3.6897278,7.628311
1549564659189,-1.4189453,3.6873474,7.680954
1549564659191,-1.3088684,3.6634064,7.750351
1549564659194,-1.179657,3.6394806,7.848465
1549564659197,-1.0480499,3.6107635,7.9250336
1549564659198,-0.95474243,3.5940247,7.9992065
1549564659201,-0.8877411,3.5677032,8.078171
1549564659204,-0.8231354,3.5270233,8.157135
1549564659206,-0.8063812,3.493515,8.243271
1549564659208,-0.7992096,3.4767761,8.327026
1549564659212,-0.81355286,3.4624176,8.389236
1549564659215,-0.85902405,3.4289093,8.475372
1549564659216,-0.9020996,3.4002075,8.525635
1549564659217,-0.9499512,3.378662,8.580658
1549564659220,-1.0265198,3.3547363,8.633301
1549564659223,-1.1174469,3.3236237,8.666809
1549564659224,-1.1916199,3.316452,8.707489
1549564659230,-1.3088684,3.2949219,8.745773
1549564659231,-1.4356995,3.2949219,8.772095
1549564659233,-1.5720825,3.287735,8.779266
1549564659235,-1.6821594,3.275772,8.762512
1549564659237,-1.804184,3.270996,8.736191
1549564659239,-1.8999023,3.247055,8.681168
1549564659242,-1.9956207,3.2303162,8.604584
1549564659246,-2.0889282,3.213562,8.535202
1549564659248,-2.1870422,3.2015991,8.461029
1549564659249,-2.2612152,3.1872406,8.398804
1549564659251,-2.3066864,3.1585236,8.338989
1549564659253,-2.3330078,3.1369934,8.274384
1549564659256,-2.3688965,3.1082764,8.226532
1549564659258,-2.3665009,3.098709,8.216949
1549564659263,-2.3497467,3.0867462,8.214554
1549564659263,-2.3234253,3.0795593,8.236099
1549564659266,-2.2827454,3.0675964,8.269592
1549564659268,-2.2253265,3.0795593,8.322235
1549564659270,-2.170288,3.0795593,8.377274
1549564659273,-2.1272125,3.0939178,8.427521
1549564659275,-2.0602264,3.1058807,8.492126
1549564659278,-2.009964,3.0939178,8.559128
1549564659281,-1.9669037,3.1058807,8.618942
1549564659283,-1.931015,3.115448,8.664413
1549564659285,-1.8879395,3.1369934,8.707489
1549564659287,-1.832901,3.1417694,8.743378
1549564659289,-1.7706909,3.1752777,8.786438
1549564659291,-1.7132568,3.184845,8.786438
1549564659297,-1.6295166,3.184845,8.886948
1549564659298,-1.5361938,3.1657104,8.989838
1549564659300,-1.4667969,3.144165,9.028122
1549564659301,-1.4189453,3.1465607,9.016159
1549564659304,-1.3639069,3.139389,9.025726
1549564659307,-1.3256226,3.1417694,9.020935
1549564659309,-1.2945099,3.1250305,9.013763
1549564659316,-1.2705841,3.1178436,8.994614
1549564659317,-1.2394867,3.0795593,8.982651
1549564659320,-1.2275238,3.0628204,8.975479
1549564659321,-1.2131653,3.069992,8.987442
1549564659321,-1.179657,3.053238,8.9730835
1549564659323,-1.1294098,3.069992,8.98027
1549564659325,-1.0791626,3.0771637,8.989838
1549564659328,-1.0217285,3.081955,8.997009
1549564659331,-0.9762726,3.081955,8.961121
1549564659332,-0.933197,3.053238,8.958725
1549564659335,-0.899704,3.036499,8.937195
1549564659338,-0.83270264,2.9934235,8.903687
1549564659339,-0.78723145,2.9527435,8.889343
1549564659341,-0.7513428,2.9359894,8.865402
1549564659348,-0.75852966,2.909668,8.851059
1549564659348,-0.7776642,2.9024963,8.851059
1549564659349,-0.75613403,2.876175,8.841476
1549564659352,-0.76330566,2.8737793,8.815155
1549564659353,-0.7417755,2.8522491,8.791229
1549564659356,-0.7393799,2.8498535,8.784058
1549564659358,-0.7537384,2.823532,8.817551
1549564659361,-0.79681396,2.794815,8.8367
1549564659365,-0.8159485,2.7852478,8.831909
1549564659366,-0.8614197,2.7852478,8.843872
1549564659368,-0.9140625,2.8043823,8.851059
1549564659370,-0.9571228,2.8163452,8.867798
1549564659373,-1.0265198,2.8163452,8.860626
1549564659375,-1.071991,2.823532,8.848663
1549564659380,-1.1198425,2.8283234,8.8367
1549564659381,-1.1629181,2.8187408,8.841476
1549564659382,-1.1820526,2.8283234,8.827118
1549564659385,-1.1916199,2.8187408,8.798416
1549564659387,-1.2035828,2.8163452,8.776871
1549564659390,-1.2251282,2.802002,8.748154
1549564659391,-1.2203369,2.7804565,8.726624
1549564659396,-1.2012024,2.7589264,8.700302
1549564659399,-1.174881,2.7182465,8.676376
1549564659399,-1.1605225,2.6727905,8.647659
1549564659401,-1.1270142,2.6560364,8.621338
1549564659403,-1.0983124,2.6368866,8.5902405
1549564659406,-1.0600128,2.5842438,8.568695
1549564659408,-1.0289154,2.5698853,8.571091
1549564659413,-1.0001984,2.5507507,8.568695
1549564659418,-0.94755554,2.5435638,8.566299
1549564659418,-0.90448,2.5411835,8.542374
1549564659418,-0.8614197,2.5339966,8.556732
1549564659421,-0.8279114,2.5292206,8.544769
1549564659423,-0.7776642,2.5435638,8.539978
1549564659426,-0.74417114,2.5435638,8.530411
1549564659429,-0.7082825,2.5292206,8.530411
1549564659433,-0.65802,2.5076752,8.513657
1549564659434,-0.63648987,2.5052795,8.513657
1549564659435,-0.6077728,2.498108,8.525635
1549564659439,-0.5790558,2.5005035,8.508881
