1549566801278,-1.0169525,4.546356,0.67477417
1549566801282,-1.4524384,7.520645,0.9140625
1549566801282,-1.9884338,8.8989105,1.1916199
1549566801283,-2.5411835,9.566513,1.7970123
1549566801296,-3.053238,9.942184,2.8402863
1549566801297,-3.4695892,10.15036,4.2879333
1549566801297,-3.7519531,10.262817,5.9365997
1549566801297,-3.8692017,10.327423,7.664215
1549566801297,-3.7136536,10.341782,9.461227
1549566801297,-3.397812,10.322632,11.222336
1549566801300,-2.8283234,10.21257,12.866211
1549566801302,-2.120041,10.00679,14.287552
1549566801303,-1.2873383,9.686142,15.41217
1549566801304,-0.4019928,9.245865,16.235306
1549566801307,0.44267273,8.700302,16.709076
1549566801309,1.2394867,8.085342,16.895721
1549566801314,1.9549408,7.463211,16.804794
1549566801314,2.5579224,6.8841553,16.52005
1549566801316,3.1250305,6.352951,16.08934
1549566801319,3.6059875,5.9605255,15.634705
1549566801321,4.027115,5.6685944,15.203995
1549566801324,4.3980103,5.4556427,14.818756
1549566801327,4.718643,5.3120728,14.476578
1549566801328,4.9483643,5.2259216,14.242081
1549566801330,5.1015015,5.1541443,14.105682
1549566801333,5.173279,5.108673,14.069794
1549566801338,5.144562,5.0488586,14.084152
1549566801339,5.0392914,4.9746857,14.177475
1549566801339,4.8765717,4.936386,14.321045
1549566801343,4.6205444,4.8311157,14.483749
1549566801344,4.340576,4.718643,14.665604
1549566801347,4.0390778,4.62294,14.869003
1549566801349,3.7304077,4.4865417,15.058029
1549566801355,3.4408722,4.37648,15.180069
1549566801356,3.1178436,4.2711945,15.251846
1549566801356,2.8043823,4.1730804,15.259033
1549566801359,2.498108,4.1228333,15.227921
1549566801361,2.2348938,4.094116,15.153748
1549566801364,1.976471,4.1036835,15.132217
1549566801366,1.7180481,4.1228333,15.1035
1549566801370,1.4907227,4.1683044,15.120239
1549566801370,1.2346954,4.2257233,15.184845
1549566801373,0.9643097,4.2951202,15.294922
1549566801376,0.6891327,4.3142548,15.443283
1549566801378,0.4139557,4.2640076,15.601212
1549566801381,0.18424988,4.153946,15.728027
1549566801382,-0.007171631,3.9720917,15.73999
1549566801385,-0.22013855,3.706482,15.65863
1549566801390,-0.41635132,3.431305,15.517456
1549566801390,-0.6149597,3.1824493,15.285355
1549566801392,-0.7776642,2.9359894,14.95993
1549566801395,-0.8805542,2.7134552,14.581863
1549566801398,-0.92123413,2.5172424,14.086548
1549566801399,-0.90927124,2.3665009,13.557739
1549566801402,-0.830307,2.2277222,12.990631
1549566801407,-0.7298126,2.120041,12.370895
1549566801407,-0.5742798,2.033905,11.748764
1549566801409,-0.39959717,1.9238281,11.105087
1549566801411,-0.2033844,1.8113708,10.442276
1549566801414,-0.007171631,1.6941223,9.786652
1549566801417,0.119644165,1.586441,9.1453705
1549566801419,0.24406433,1.4787598,8.504089
1549566801422,0.30389404,1.3878326,7.9082794
1549566801424,0.29431152,1.3088684,7.3244324
