1549565876537,1011.10406
1549565876575,1011.10406
1549565876613,1011.10406
1549565876654,1011.10406
1549565876689,1011.093
1549565876728,1011.093
1549565876768,1011.093
1549565876805,1011.093
1549565876845,1011.0741
1549565876885,1011.0741
1549565876922,1011.0741
1549565876961,1011.0741
1549565877000,1011.07196
1549565877043,1011.07196
1549565877076,1011.07196
1549565877115,1011.07196
1549565877153,1011.06976
1549565877192,1011.06976
1549565877231,1011.06976
1549565877269,1011.06976
1549565877307,1011.07733
1549565877346,1011.07733
1549565877386,1011.07733
1549565877422,1011.07733
1549565877468,1011.07794
1549565877512,1011.07794
1549565877537,1011.07794
1549565877578,1011.07794
1549565877615,1011.07733
1549565877654,1011.07733
1549565877694,1011.07733
1549565877731,1011.07733
1549565877768,1011.07745
1549565877806,1011.07745
1549565877845,1011.07745
1549565877884,1011.07745
1549565877923,1011.0685
1549565877962,1011.0685
1549565877999,1011.0685
1549565878038,1011.0685
1549565878078,1011.05853
1549565878114,1011.05853
1549565878154,1011.05853
1549565878199,1011.05853
1549565878230,1011.0562
1549565878270,1011.0562
1549565878306,1011.0562
1549565878346,1011.0562
1549565878453,1011.0579
1549565878453,1011.0579
1549565878479,1011.0579
1549565878521,1011.0579
1549565878542,1011.0535
1549565878575,1011.0535
1549565878614,1011.0535
1549565878656,1011.0535
1549565878699,1011.0486
1549565878729,1011.0486
1549565878769,1011.0486
1549565878806,1011.0486
1549565878847,1011.0419
1549565878883,1011.0419
1549565878923,1011.0419
1549565878962,1011.0419
1549565879000,1011.0508
1549565879037,1011.0508
1549565879077,1011.0508
1549565879114,1011.0508
1549565879155,1011.0514
1549565879195,1011.0514
1549565879236,1011.0514
1549565879269,1011.0514
1549565879306,1011.04407
1549565879344,1011.04407
1549565879383,1011.04407
1549565879423,1011.04407
1549565879463,1011.05133
1549565879499,1011.05133
1549565879541,1011.05133
1549565879575,1011.05133
1549565879614,1011.0579
1549565879653,1011.0579
1549565879692,1011.0579
1549565879729,1011.0579
1549565879769,1011.0452
1549565879807,1011.0452
1549565879846,1011.0452
1549565879883,1011.0452
1549565879921,1011.03925
1549565879962,1011.03925
1549565879998,1011.03925
1549565880037,1011.03925
1549565880074,1011.0425
1549565880113,1011.0425
1549565880151,1011.0425
1549565880191,1011.0425
1549565880229,1011.049
